Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
10.0.0.3-10.0.0.254-35679-1883-6,10.0.0.3,35679,10.0.0.254,1883,6,07/09/2023 01:50:30 PM,28999390,30,30,533.0,0.0,18.0,17.0,17.766666666666666,0.4301830671520761,0.0,0.0,0.0,0.0,18.37969695224624,2.069009037776312,491515.0847457626,504187.3419606593,1011276.0,8.0,28999331.0,999976.9310344828,6013.029126886729,1011370.0,988057.0,28999356.0,999977.7931034483,6002.253947948646,1011304.0,988116.0,1,0,0,0,960,960,1.034504518888156,1.034504518888156,0.0,18.0,9.032786885245905,8.964684811553154,80.3655737704918,0,0,0,30,60,0,0,0,1.0,9.183333333333334,17.766666666666666,0.0,0,0,0,88,5,22,2,35,2,0,502,64,29,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.7-10.0.0.254-43517-1883-6,10.0.0.7,43517,10.0.0.254,1883,6,07/09/2023 01:50:30 PM,28999671,30,30,1337.0,0.0,45.0,44.0,44.56666666666667,0.5040069329937313,0.0,0.0,0.0,0.0,46.1039713174677,2.0689889895647435,491519.8474576272,504187.8665644253,1012258.0,15.0,28999653.0,999988.0344827588,6155.954344504647,1012284.0,985951.0,28999646.0,999987.7931034483,6174.131265549551,1012284.0,986000.0,1,0,0,0,960,960,1.0344944947823718,1.0344944947823718,0.0,45.0,22.655737704918035,22.4750863890825,505.12950819672136,0,0,0,30,60,0,0,0,1.0,23.03333333333333,44.56666666666667,0.0,0,0,0,178,4,59,1,83,1,0,502,64,29,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
192.168.137.237-47.254.41.205-59094-1883-6,192.168.137.237,59094,47.254.41.205,1883,6,07/09/2023 01:50:36 PM,24007999,4,3,690.0,0.0,211.0,147.0,172.5,27.23355773061365,0.0,0.0,0.0,0.0,28.74042105716516,0.2915694889857334,4001333.1666666665,5210529.075652968,12623330.0,368930.0,24007999.0,8002666.333333334,5319419.26473373,12992662.0,2405866.0,21602325.0,10801162.5,3098951.3299857583,12992452.0,8609873.0,1,0,0,0,80,60,0.1666111365632762,0.1249583524224571,0.0,211.0,104.625,88.87219957412361,7898.267857142857,0,0,0,4,7,0,0,0,0.0,119.57142857142856,172.5,0.0,0,0,0,0,0,0,1,230,1,0,5513,65392,3,20,369131.0,284.2569260369921,369332.0,368930.0,10431935.5,3099099.8224098072,12623330.0,8240541.0,Recon Ping Sweep,1
10.0.0.12-10.0.0.254-38083-1883-6,10.0.0.12,38083,10.0.0.254,1883,6,07/09/2023 01:50:30 PM,28998076,30,30,570.0,0.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.65647651933873,2.06910279150934,491492.8135593221,504160.21555223054,1010929.0,11.0,28998035.0,999932.2413793104,6583.28577131496,1010955.0,987280.0,28998057.0,999933.0,6578.415446421297,1011014.0,987279.0,1,0,0,0,960,960,1.03455139575467,1.03455139575467,0.0,19.0,9.655737704918028,9.577552307177513,91.7295081967213,0,0,0,30,60,0,0,0,1.0,9.816666666666666,19.0,0.0,0,0,0,95,5,23,2,40,2,0,502,64,29,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.4-10.0.0.254-35573-1883-6,10.0.0.4,35573,10.0.0.254,1883,6,07/09/2023 01:50:48 PM,42,1,1,15.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,357142.8571428572,47619.04761904762,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,23809.52380952381,23809.52380952381,0.0,15.0,10.0,8.660254037844387,75.0,0,0,0,1,2,0,0,0,1.0,15.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,502,64,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
192.168.137.174-34.66.16.188-35922-443-6,192.168.137.174,35922,34.66.16.188,443,6,07/09/2023 01:50:58 PM,337794,2,1,256.0,164.0,256.0,0.0,128.0,181.0193359837561,164.0,164.0,164.0,0.0,1243.3613385672925,8.881152418337804,168897.0,166175.75043308816,286401.0,51393.0,51393.0,51393.0,0.0,51393.0,51393.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,5.920768278891869,2.9603841394459347,0.0,256.0,169.0,120.7255841429921,14574.666666666666,0,0,0,2,3,0,0,0,0.0,225.3333333333333,128.0,164.0,0,0,0,0,0,0,0,0,0,0,1424,3085,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
192.168.137.105-52.40.210.103-48342-18665-6,192.168.137.105,48342,52.40.210.103,18665,6,07/09/2023 01:50:40 PM,371932,2,1,106.0,194.0,106.0,0.0,53.0,74.95331880577403,194.0,194.0,194.0,0.0,806.5990557413721,8.065990557413722,185966.0,140896.6830056691,285595.0,86337.0,86337.0,86337.0,0.0,86337.0,86337.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,5.377327038275814,2.688663519137907,0.0,194.0,101.5,79.370439501534,6299.666666666667,0,0,0,2,3,0,0,0,0.0,135.33333333333334,53.0,194.0,0,0,0,0,0,0,0,0,0,0,14726,572,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
192.168.137.221-54.204.30.230-39575-443-6,192.168.137.221,39575,54.204.30.230,443,6,07/09/2023 01:50:46 PM,1607943,4,3,138.0,69.0,69.0,0.0,34.5,39.83716857408418,69.0,0.0,23.0,39.83716857408418,128.73590668325932,4.353388148709252,267990.5,358360.63286122825,955960.0,0.0,1322053.0,440684.3333333333,546539.5601915137,1052247.0,0.0,1290910.0,645455.0,843429.8975315021,1241850.0,49060.0,1,0,0,0,80,60,2.487650370691001,1.8657377780182507,0.0,69.0,34.5,36.882051383914565,1360.2857142857142,0,0,0,3,7,0,0,0,0.0,39.42857142857143,34.5,23.0,0,0,0,0,0,0,0,0,0,0,7300,31088,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.7-10.0.0.254-37873-1883-6,10.0.0.7,37873,10.0.0.254,1883,6,07/09/2023 01:50:30 PM,28998073,30,30,1338.0,0.0,45.0,44.0,44.60000000000001,0.4982728791224405,0.0,0.0,0.0,0.0,46.14099702418157,2.0691030055686803,491492.7627118643,504169.3110819754,1010956.0,11.0,28998057.0,999933.0,6478.539639235291,1011051.0,987195.0,28998057.0,999933.0,6473.662735599198,1011039.0,987262.0,1,0,0,0,960,960,1.0345515027843402,1.0345515027843402,0.0,45.0,22.67213114754098,22.491273353218137,505.8573770491802,0,0,0,30,60,0,0,0,1.0,23.05,44.6,0.0,0,0,0,223,5,55,2,95,2,0,502,64,29,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.1-10.0.0.254-36105-1883-6,10.0.0.1,36105,10.0.0.254,1883,6,07/09/2023 01:50:48 PM,90,1,1,51.0,0.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,566666.6666666666,22222.222222222223,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,11111.111111111111,11111.111111111111,0.0,51.0,34.0,29.44486372867092,867.0,0,0,0,1,2,0,0,0,1.0,51.0,51.0,0.0,0,0,0,0,0,0,0,0,0,0,502,64,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.3-10.0.0.254-44003-1883-6,10.0.0.3,44003,10.0.0.254,1883,6,07/09/2023 01:50:30 PM,28999177,30,30,532.0,0.0,18.0,17.0,17.733333333333334,0.4497764451088035,0.0,0.0,0.0,0.0,18.34534821453726,2.069024234722248,491511.4745762712,504146.5447320388,1010992.0,38.0,28999132.0,999970.0689655172,5762.894088978923,1011049.0,988942.0,28999065.0,999967.7586206896,5760.164312234584,1011049.0,988991.0,1,0,0,0,960,960,1.0345121173611238,1.0345121173611238,0.0,18.0,9.016393442622952,8.948913906686643,80.0830601092896,0,0,0,30,60,0,0,0,1.0,9.166666666666666,17.733333333333334,0.0,0,0,0,71,4,23,2,38,2,0,502,64,29,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.9-10.0.0.254-45455-1883-6,10.0.0.9,45455,10.0.0.254,1883,6,07/09/2023 01:50:33 PM,24994378,6,6,149.0,0.0,25.0,24.0,24.83333333333333,0.408248290463863,0.0,0.0,0.0,0.0,5.9613405862710405,0.4801079666795468,2272216.181818182,2610553.189704122,5007261.0,11.0,24994367.0,4998873.4,7462.926255832896,5007283.0,4988829.0,24994356.0,4998871.2,7479.594019731314,5007286.0,4988820.0,1,0,0,0,192,192,0.2400539833397734,0.2400539833397734,0.0,25.0,13.384615384615383,12.900506847526454,166.42307692307693,0,0,0,6,12,0,0,0,1.0,14.5,24.83333333333333,0.0,0,0,0,0,0,0,1,29,1,0,502,64,5,32,2494433.5,3527630.5734394155,4988845.0,22.0,5006220.5,1471.4892116492051,5007261.0,5005180.0,Recon Ping Sweep,1
10.0.0.6-10.0.0.254-44133-1883-6,10.0.0.6,44133,10.0.0.254,1883,6,07/09/2023 01:50:38 PM,19986155,3,3,43.0,0.0,15.0,14.0,14.333333333333334,0.5773502691896257,0.0,0.0,0.0,0.0,2.151489368515355,0.3002078188626076,3997231.0,5473406.693041775,9994624.0,11.0,19986144.0,9993072.0,2227.3863607376247,9994647.0,9991497.0,19986129.0,9993064.5,2221.0223997069456,9994635.0,9991494.0,1,0,0,0,96,96,0.1501039094313038,0.1501039094313038,0.0,15.0,8.142857142857142,7.625146368618582,58.142857142857146,0,0,0,3,6,0,0,0,1.0,9.5,14.333333333333334,0.0,0,0,0,0,0,0,1,21,1,0,502,64,2,32,24.5,2.1213203435596424,26.0,23.0,9993047.5,2229.5076810811843,9994624.0,9991471.0,Recon Ping Sweep,1
10.0.0.12-10.0.0.254-44659-1883-6,10.0.0.12,44659,10.0.0.254,1883,6,07/09/2023 01:50:30 PM,28999271,30,30,570.0,0.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.65566651658244,2.069017528061309,491513.06779661006,504197.46120542433,1011612.0,10.0,28999260.0,999974.4827586206,6511.840033029338,1011635.0,986281.0,28999250.0,999974.1379310344,6522.391201108352,1011639.0,986292.0,1,0,0,0,960,960,1.0345087640306545,1.0345087640306545,0.0,19.0,9.655737704918028,9.577552307177513,91.7295081967213,0,0,0,30,60,0,0,0,1.0,9.816666666666666,19.0,0.0,0,0,0,95,5,23,2,38,2,0,502,64,29,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.2-10.0.0.254-36947-1883-6,10.0.0.2,36947,10.0.0.254,1883,6,07/09/2023 01:50:30 PM,27996480,8,8,176.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,6.28650458914835,0.5715004171953045,1866432.0,2065294.350502645,4012979.0,17.0,27996413.0,3999487.5714285714,6401.235788427702,4012996.0,3994051.0,27996455.0,3999493.5714285714,6404.750967241527,4013002.0,3994008.0,1,0,0,0,256,256,0.2857502085976522,0.2857502085976522,0.0,22.0,11.647058823529411,11.318906619405585,128.11764705882354,0,0,0,8,16,0,0,0,1.0,12.375,22.0,0.0,0,0,0,0,0,0,1,25,1,0,502,64,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.2-10.0.0.254-43871-1883-6,10.0.0.2,43871,10.0.0.254,1883,6,07/09/2023 01:50:30 PM,27996332,8,8,176.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,6.28653782216899,0.5715034383789991,1866422.1333333333,2065297.554674624,4009945.0,19.0,27996313.0,3999473.285714286,5529.223927288167,4009972.0,3992754.0,27996313.0,3999473.285714286,5528.830187127796,4009967.0,3992754.0,1,0,0,0,256,256,0.2857517191894995,0.2857517191894995,0.0,22.0,11.647058823529411,11.318906619405585,128.11764705882354,0,0,0,8,16,0,0,0,1.0,12.375,22.0,0.0,0,0,0,0,0,0,1,25,1,0,502,64,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.14-10.0.0.254-43379-1883-6,10.0.0.14,43379,10.0.0.254,1883,6,07/09/2023 01:50:30 PM,26998171,10,10,220.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,8.148700147132189,0.7407909224665626,1420956.3684210526,1538846.401377676,3010838.0,10.0,26998161.0,2999795.6666666665,6249.42367342783,3010849.0,2990610.0,26998156.0,2999795.1111111115,6259.71042549983,3010875.0,2990596.0,1,0,0,0,320,320,0.3703954612332813,0.3703954612332813,0.0,22.0,11.523809523809522,11.258858945821498,126.76190476190476,0,0,0,10,20,0,0,0,1.0,12.1,22.0,0.0,0,0,0,0,0,0,1,24,1,0,502,64,9,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.8-10.0.0.254-43951-1883-6,10.0.0.8,43951,10.0.0.254,1883,6,07/09/2023 01:50:33 PM,24995931,6,6,104.0,0.0,18.0,17.0,17.333333333333332,0.5163977794943221,0.0,0.0,0.0,0.0,4.160677191819741,0.4800781375176624,2272357.363636364,2610713.4126178715,5010552.0,10.0,24995921.0,4999184.2,8361.242383760908,5010594.0,4987928.0,24995889.0,4999177.8,8368.06334823057,5010590.0,4987912.0,1,0,0,0,192,192,0.2400390687588312,0.2400390687588312,0.0,18.0,9.307692307692308,8.97575080782118,80.56410256410257,0,0,0,6,12,0,0,0,1.0,10.083333333333334,17.333333333333332,0.0,0,0,0,0,0,0,1,20,1,0,502,64,5,32,2493996.0,3526983.57073463,4987950.0,42.0,5006625.5,5552.909552657958,5010552.0,5002699.0,Recon Ping Sweep,1
192.168.137.174-34.173.20.6-34918-443-6,192.168.137.174,34918,34.173.20.6,443,6,07/09/2023 01:49:14 PM,14964576,4,4,24.0,63.0,24.0,0.0,6.0,12.0,39.0,0.0,15.75,19.189841062395487,5.81372970406913,0.5345958348569315,2137796.571428572,5392480.342370749,14362461.0,0.0,14700469.0,4900156.333333334,8487319.734363748,14700469.0,0.0,14626568.0,4875522.666666666,8444647.775968181,14626562.0,1.0,0,0,0,0,128,128,0.2672979174284657,0.2672979174284657,0.0,39.0,9.666666666666666,15.132745950421556,229.0,2,0,0,3,8,0,0,0,1.0,10.875,6.0,15.75,0,0,0,0,0,0,4,24,4,63,295,331,1,32,338008.0,0.0,338008.0,338008.0,14362461.0,0.0,14362461.0,14362461.0,Recon Ping Sweep,1
34.173.20.6-192.168.137.174-443-34918-6,34.173.20.6,443,192.168.137.174,34918,6,07/09/2023 01:49:29 PM,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,331,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.8-10.0.0.254-43083-1883-6,10.0.0.8,43083,10.0.0.254,1883,6,07/09/2023 01:49:03 PM,85005432,22,22,317.0,4.0,18.0,0.0,14.40909090909091,6.500249745451843,2.0,0.0,0.1818181818181818,0.5884898863364997,3.776229264972149,0.5176139802454036,1976870.511627908,2390983.861738276,5004734.0,12.0,85005343.0,4047873.4761904767,1801554.5850490525,5004754.0,3016.0,85005420.0,4047877.142857143,1792328.5557825686,5004779.0,118.0,1,0,0,0,704,704,0.2588069901227018,0.2588069901227018,0.0,18.0,7.533333333333334,8.572153648985662,73.48181818181818,0,0,0,22,44,0,0,0,1.0,7.704545454545454,14.409090909090908,0.1818181818181818,0,0,0,0,0,0,1,17,1,0,502,64,19,32,7141004.571428571,2672069.7448120536,9999323.0,4997691.0,5002615.857142857,1389.6327366816247,5004734.0,5000853.0,Recon Ping Sweep,1
